contexto_schema,coluna,checagem,numero_checagem,valor_falha,indice_linha,lote,regra,tipo_falha,severidade,fatal,interpretacao
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Par�,7178014,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Amap�,7184512,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Amap�,7185031,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185210,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185260,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185509,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185690,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185796,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185833,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185844,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185886,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185893,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185905,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185982,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7185995,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186057,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186106,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186229,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186306,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186328,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186378,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186396,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186407,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186487,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186616,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7186734,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7187029,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7187062,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Tocantins,7187331,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7187435,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7187540,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7188198,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7189644,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7191058,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7192003,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7192934,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7193867,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7195132,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7195754,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7197855,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7198035,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7198215,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7198582,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_uf,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Maranh�o,7198604,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7162381,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7162569,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7162782,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7162823,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7167297,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7167304,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7168051,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7168236,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7168511,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7168523,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7168536,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7169195,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7169362,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7170026,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7171612,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7174467,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7174473,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7178014,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7184512,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185031,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185210,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185260,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185509,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185690,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185796,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185833,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185844,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185886,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185893,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185905,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185982,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7185995,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186057,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186106,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186229,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186306,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186328,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186378,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186396,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186407,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186487,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186616,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7186734,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7187029,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7187062,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Norte,7187331,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7187435,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7187540,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7188198,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7189644,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7191058,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7192003,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7192934,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7193867,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7195132,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7195754,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7197855,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7198035,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7198215,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7198582,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,no_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,Nordeste,7198604,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7162381,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7162569,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7162782,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7162823,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7167297,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7167304,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7168051,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7168236,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7168511,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7168523,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7168536,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7169195,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7169362,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7170026,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7171612,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7174467,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7174473,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7178014,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7184512,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185031,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185210,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185260,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185509,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185690,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185796,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185833,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185844,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185886,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185893,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185905,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185982,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7185995,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7186057,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7186106,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7186229,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7186306,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
DataFrameSchema,co_regiao,RN-13: qt_mat_fund > 0 exige in_fundamental = 1,12,1,7186328,36,RN-13,erro_de_consistencia,média,False,matrícula no fundamental sem indicador de oferta correspondente
