contexto_schema,coluna,checagem,qtd_falhas_pandera,regra,tipo_falha,severidade,fatal,interpretacao,qtd_linhas_estimadas
DataFrameSchema,in_especial,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,in_fundamental,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_mat_fund,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_mat_bas,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_doc_fund,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_doc_med,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,no_regiao,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,no_municipio,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,no_uf,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_doc_bas,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_tur_med,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_tur_fund,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_mat_med,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,qt_tur_bas,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,situacao_funcionamento,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,sg_uf,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,tp_localizacao_diferenciada,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,285,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,285
DataFrameSchema,tp_categoria_escola_privada,RN-16: qt_tur_med > 0 exige qt_mat_med > 0,238,RN-16,alerta_de_qualidade,média,False,turma no médio sem matrícula correspondente,238
